ID #,TITLE,DESCRIPTION,LOCATION,DISTRICT,LATITUDE,LONGITUDE
CF-660836-90,Como Lakeside Pavilion Restroom Partition Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1360 Lexington Pkwy N,,,
CF-660836-93,Phalen Park Island Shelter and Tables- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1600 Phalen Drive,,,
CF-660836-258,Martin Luther King Air Conditioning Compressor Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,271 Mackubin Street,,,
CF-660836-98,Como Zoo Animal Service Door Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1600 Phalen Drive,,,
RE-053226,Business Investment Fund (BIF),ESNDC's Business Investment Fund (BIF) revitalizes the Payne-Arcade Commercial District by providing financing for facade improvements and code-related rehabilitation for commercial buildings that stimulates investment. ESNDC will also pursue private investments for new development opportunities on Payne Avenue by providing gap financing for construction costs as an incentive.,Payne Avenue and Arcade Street between East 7th Street and Maryland Avenue,5,44.970125,-93.066244
CF-660836-429,Eastern District - Film Windows- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,722 Payne Ave,,,
CF-660836-268,Traffic Ops Storage Yard Concrete Dumpster Pad- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,899 N. Dale Street,,,
CF-660836-168,Division Wide Key Core System- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,Citywide,,,
CF-660836-95,Cherokee Park Picnic Shelter- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,777 Chippewa Avenue,,,
CF-660836-257,Animal Control Center Garage Door- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1285 Jessamine Avenue West,,,
CF-660836-40,Orchard Recreation Center Gym Roof- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,875 Orchard Ave,"6, 7",,
CF-660836-188,Fire Station 22 Masonry Repair and Restoration- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,225 Front St.,,,
CF-660836-417,Highland Park Aquatic Center - Electrical Bonding of Existing Pools- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1840 Edgcumbe Road,,,
CF-660836-120,City Hall Annex 7th Floor Computer Room Remodel- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,25 4th Street West,,,
RE-661809-3,ISP-Comm Collab. for Purchase & Rehab of Vacant Res Bldgs,"Funding is being requested to:
1.	assist in the purchase and rehabilitation of vacant single family homes for home-owner
      occupancy; 
2.   assist in the purchase and rehabilitation of 2-3 unit vacant rental property; 
3.	develop mortgage incentive programs to create interest in buying vacant properties for homeownership;
4. 	provide value gap financing assistance where the purchase and rehabilitation exceeds the market value for the home;  
5.	provide energy improvement funding; and 
6.	provide down payment and closing costs assistance for the purchase of vacant homes",Citywide,Citywide,,
CF-660836-299,Como Conservatory Boiler House Roof- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1325 Aida Place,,,
SU-133502,Reconstruction of Summit Ave. Bridge,This project will reconstruct Summit Avenue Bridge No. 62504 and associated approach roadway over Ayd Mill Road and Canadian Pacific (CP) Railroad tracks between Syndicate Street and Griggs Street.,Summit Ave. from Syndicate St. to Griggs St.,13,44.941393,-93.152886
CF-660836-249,Filter Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1282 Kaufman Drive,,,
CF-660836-333,North Dale Rec Center Fire Panel- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1410 St. Albans St N,10,,
CF-660836-14,St. Anthony Park Library Moisture Damage and Protection- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,2245 Como Ave,,,
CF-1703418,Rice Park Revitalization,"This proposal is to fund construction for improvements to Rice Park based on the concept plan developed through a community design process.  The improvements will revitalize this significant public space in Saint Paul located on the block bounded by Washington Street, 5th Street, 4th Street, and Market Street.",W. 5th Street and Market Street,17,44.944886,-93.097108
CF-660836-324,Kelly's Landing at Harriet Island Pavillion Electrical- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,205 Dr. Justus Ohage Blvd.,,,
CF-660836-339,K9 Replace mesh kennel with glass doors- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1900 Rice St.,,,
CF-660836-180,Phalen Park Picnic Pavillion Restroom Fixture- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1600 Phalen Drive,,,
CF-660836-325,McMurray Field House Door Replacements- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1155 Jessamine Avenue,,,
CF-660836-178,Hillcrest Rec Center Outdoor Stair Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1978 Ford Pkwy,15,44.9176865,-93.1837387
CF-660836-123,Eastern District Roof Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,722 Payne Avenue,,,
CF-660836-89,Como Golf Maintenance Building Floor Repair- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1387 Lexington Pkwy N,,,
CF-660836-406,Public Safety Garage - Trench Drain Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1675 Energy Park Dr.,,,
CF-660836-224,Como Golf Clubhouse Door Replacements- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1432 N. Lexington Parkway,,,
CF-660836-121,Cherokee Park Restroom Building Re-Roof- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,777 Chippewa Street,,,
CF-660836-122,Eastern District Roof Replacement Corner w/Billboard- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,722 Payne Avenue,,,
CF-660836-92,Hidden Falls Stair Rebuild- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,Mississippi River Blvd,,,
CF-660836-100,Wilder Rec Center Powered Doors- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,958 Jessie St,,,
